"","region","category","language","mother_tongue","most_at_home","most_at_work","lang_known"
"4981","Belleville","Non-Official & Non-Aboriginal languages","Oromo",0,0,0,0
"4982","Peterborough","Non-Official & Non-Aboriginal languages","Oromo",0,0,0,0
"4983","Oshawa","Non-Official & Non-Aboriginal languages","Oromo",10,5,0,0
"4984","Toronto","Non-Official & Non-Aboriginal languages","Oromo",1010,545,15,1390
"4985","Hamilton","Non-Official & Non-Aboriginal languages","Oromo",50,30,0,95
"4986","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Oromo",0,5,0,10
"4987","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Oromo",85,50,0,85
"4988","Brantford","Non-Official & Non-Aboriginal languages","Oromo",0,0,0,0
"4989","Guelph","Non-Official & Non-Aboriginal languages","Oromo",5,0,0,0
"4990","London","Non-Official & Non-Aboriginal languages","Oromo",15,5,0,20
"4991","Windsor","Non-Official & Non-Aboriginal languages","Oromo",50,30,0,75
"4992","Barrie","Non-Official & Non-Aboriginal languages","Oromo",0,0,0,0
"4993","Greater Sudbury","Non-Official & Non-Aboriginal languages","Oromo",0,0,0,0
"4994","Thunder Bay","Non-Official & Non-Aboriginal languages","Oromo",0,0,0,0
"4995","Winnipeg","Non-Official & Non-Aboriginal languages","Oromo",330,205,0,530
"4996","Regina","Non-Official & Non-Aboriginal languages","Oromo",45,30,0,50
"4997","Saskatoon","Non-Official & Non-Aboriginal languages","Oromo",140,115,0,105
"4998","Lethbridge","Non-Official & Non-Aboriginal languages","Oromo",25,25,0,40
"4999","Calgary","Non-Official & Non-Aboriginal languages","Oromo",950,710,0,1370
"5000","Edmonton","Non-Official & Non-Aboriginal languages","Oromo",1130,885,10,1210
"5001","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Oromo",225,130,0,395
"5002","Kelowna","Non-Official & Non-Aboriginal languages","Oromo",0,5,0,25
"5003","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Oromo",5,0,0,0
"5004","Vancouver","Non-Official & Non-Aboriginal languages","Oromo",170,75,0,195
"5005","Victoria","Non-Official & Non-Aboriginal languages","Oromo",20,10,0,30
"5006","St. John's","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",15,0,0,30
"5007","Halifax","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",20,5,0,40
"5008","Moncton","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",10,0,0,45
"5009","Saint John","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",5,0,0,10
"5010","Saguenay","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",5,0,0,0
"5011","Québec","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",55,15,0,255
"5012","Sherbrooke","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",10,5,0,60
"5013","Trois-Rivières","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",15,5,0,20
"5014","Montréal","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",485,105,0,1450
"5015","Kingston","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",5,0,0,40
"5016","Belleville","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",0,0,0,0
"5017","Peterborough","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",0,0,0,15
"5018","Oshawa","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",10,0,0,65
"5019","Toronto","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",960,320,0,2300
"5020","Hamilton","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",75,35,0,280
"5021","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",20,10,0,50
"5022","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",60,25,0,140
"5023","Brantford","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",0,0,0,0
"5024","Guelph","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",5,5,10,20
"5025","London","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",70,10,0,85
"5026","Windsor","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",40,15,0,95
"5027","Barrie","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",5,0,0,30
"5028","Greater Sudbury","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",5,0,0,15
"5029","Thunder Bay","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",10,0,0,10
"5030","Winnipeg","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",125,35,0,380
"5031","Regina","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",40,20,0,155
"5032","Saskatoon","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",45,15,0,140
"5033","Lethbridge","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",35,15,0,50
"5034","Calgary","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",330,110,0,790
"5035","Edmonton","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",235,75,10,700
"5036","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",200,45,10,565
"5037","Kelowna","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",10,0,0,35
"5038","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",15,5,0,20
"5039","Vancouver","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",365,110,25,700
"5040","Victoria","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.",25,5,0,80
"5041","St. John's","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5042","Halifax","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5043","Moncton","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5044","Saint John","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5045","Saguenay","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5046","Québec","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5047","Sherbrooke","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5048","Trois-Rivières","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5049","Montréal","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5050","Kingston","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5051","Belleville","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5052","Peterborough","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5053","Oshawa","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5054","Toronto","Aboriginal languages","Ottawa (Odawa)",15,5,0,15
"5055","Hamilton","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5056","St. Catharines - Niagara","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5057","Kitchener - Cambridge - Waterloo","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5058","Brantford","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5059","Guelph","Aboriginal languages","Ottawa (Odawa)",0,0,0,10
"5060","London","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5061","Windsor","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5062","Barrie","Aboriginal languages","Ottawa (Odawa)",5,0,0,0
"5063","Greater Sudbury","Aboriginal languages","Ottawa (Odawa)",5,5,0,0
"5064","Thunder Bay","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5065","Winnipeg","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5066","Regina","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5067","Saskatoon","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5068","Lethbridge","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5069","Calgary","Aboriginal languages","Ottawa (Odawa)",0,0,0,10
"5070","Edmonton","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5071","Ottawa - Gatineau","Aboriginal languages","Ottawa (Odawa)",5,0,0,10
"5072","Kelowna","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5073","Abbotsford - Mission","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5074","Vancouver","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5075","Victoria","Aboriginal languages","Ottawa (Odawa)",0,0,0,0
"5076","St. John's","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5077","Halifax","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",10,0,0,0
"5078","Moncton","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5079","Saint John","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5080","Saguenay","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5081","Québec","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5082","Sherbrooke","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5083","Trois-Rivières","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5084","Montréal","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",200,60,10,195
"5085","Kingston","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",10,0,0,0
"5086","Belleville","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",5,0,0,0
"5087","Peterborough","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,15
"5088","Oshawa","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",10,0,0,50
"5089","Toronto","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",1305,405,10,1600
"5090","Hamilton","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",60,15,0,55
"5091","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",15,0,0,10
"5092","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",10,0,0,15
"5093","Brantford","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",5,0,0,20
"5094","Guelph","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",25,15,0,35
"5095","London","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",15,5,0,10
"5096","Windsor","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",20,10,0,45
"5097","Barrie","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5098","Greater Sudbury","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,10
"5099","Thunder Bay","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",0,0,0,0
"5100","Winnipeg","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",610,235,0,905
"5101","Regina","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",50,25,0,70
"5102","Saskatoon","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",50,5,0,70
"5103","Lethbridge","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",25,5,0,25
"5104","Calgary","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",265,65,0,440
"5105","Edmonton","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",340,130,0,525
"5106","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",25,0,0,65
"5107","Kelowna","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",10,0,0,10
"5108","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",5,0,0,0
"5109","Vancouver","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",630,140,0,775
"5110","Victoria","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)",10,0,0,25
"5111","St. John's","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5112","Halifax","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5113","Moncton","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5114","Saint John","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5115","Saguenay","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5116","Québec","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5117","Sherbrooke","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5118","Trois-Rivières","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5119","Montréal","Non-Official & Non-Aboriginal languages","Pangasinan",90,15,0,60
"5120","Kingston","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5121","Belleville","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5122","Peterborough","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5123","Oshawa","Non-Official & Non-Aboriginal languages","Pangasinan",5,0,0,0
"5124","Toronto","Non-Official & Non-Aboriginal languages","Pangasinan",455,80,0,450
"5125","Hamilton","Non-Official & Non-Aboriginal languages","Pangasinan",5,5,0,20
"5126","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Pangasinan",5,0,0,10
"5127","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,15
"5128","Brantford","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5129","Guelph","Non-Official & Non-Aboriginal languages","Pangasinan",5,0,0,0
"5130","London","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5131","Windsor","Non-Official & Non-Aboriginal languages","Pangasinan",5,0,0,0
"5132","Barrie","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5133","Greater Sudbury","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5134","Thunder Bay","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5135","Winnipeg","Non-Official & Non-Aboriginal languages","Pangasinan",125,30,0,210
"5136","Regina","Non-Official & Non-Aboriginal languages","Pangasinan",15,0,0,10
"5137","Saskatoon","Non-Official & Non-Aboriginal languages","Pangasinan",10,5,0,30
"5138","Lethbridge","Non-Official & Non-Aboriginal languages","Pangasinan",0,0,0,0
"5139","Calgary","Non-Official & Non-Aboriginal languages","Pangasinan",125,20,0,205
"5140","Edmonton","Non-Official & Non-Aboriginal languages","Pangasinan",110,25,0,170
"5141","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Pangasinan",30,10,0,60
"5142","Kelowna","Non-Official & Non-Aboriginal languages","Pangasinan",5,5,0,0
"5143","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Pangasinan",5,0,0,0
"5144","Vancouver","Non-Official & Non-Aboriginal languages","Pangasinan",265,55,0,440
"5145","Victoria","Non-Official & Non-Aboriginal languages","Pangasinan",10,0,0,20
"5146","St. John's","Non-Official & Non-Aboriginal languages","Pashto",30,10,0,45
"5147","Halifax","Non-Official & Non-Aboriginal languages","Pashto",70,30,0,60
"5148","Moncton","Non-Official & Non-Aboriginal languages","Pashto",0,0,0,0
"5149","Saint John","Non-Official & Non-Aboriginal languages","Pashto",5,10,0,20
"5150","Saguenay","Non-Official & Non-Aboriginal languages","Pashto",0,0,0,0
"5151","Québec","Non-Official & Non-Aboriginal languages","Pashto",0,0,0,0
"5152","Sherbrooke","Non-Official & Non-Aboriginal languages","Pashto",50,25,10,140
"5153","Trois-Rivières","Non-Official & Non-Aboriginal languages","Pashto",0,0,0,0
"5154","Montréal","Non-Official & Non-Aboriginal languages","Pashto",1190,880,10,1625
"5155","Kingston","Non-Official & Non-Aboriginal languages","Pashto",20,10,0,50
"5156","Belleville","Non-Official & Non-Aboriginal languages","Pashto",5,0,0,10
"5157","Peterborough","Non-Official & Non-Aboriginal languages","Pashto",30,10,0,10
"5158","Oshawa","Non-Official & Non-Aboriginal languages","Pashto",180,90,0,160
"5159","Toronto","Non-Official & Non-Aboriginal languages","Pashto",7685,4845,10,11400
"5160","Hamilton","Non-Official & Non-Aboriginal languages","Pashto",365,210,0,410
"5161","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Pashto",50,20,0,15
"5162","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Pashto",1015,615,0,1005
"5163","Brantford","Non-Official & Non-Aboriginal languages","Pashto",5,0,0,0
"5164","Guelph","Non-Official & Non-Aboriginal languages","Pashto",150,65,0,230
"5165","London","Non-Official & Non-Aboriginal languages","Pashto",185,115,0,280
"5166","Windsor","Non-Official & Non-Aboriginal languages","Pashto",55,35,0,55
"5167","Barrie","Non-Official & Non-Aboriginal languages","Pashto",30,15,0,45
"5168","Greater Sudbury","Non-Official & Non-Aboriginal languages","Pashto",10,5,0,30
"5169","Thunder Bay","Non-Official & Non-Aboriginal languages","Pashto",5,0,0,15
"5170","Winnipeg","Non-Official & Non-Aboriginal languages","Pashto",245,155,0,270
"5171","Regina","Non-Official & Non-Aboriginal languages","Pashto",215,140,0,320
"5172","Saskatoon","Non-Official & Non-Aboriginal languages","Pashto",300,185,0,225
"5173","Lethbridge","Non-Official & Non-Aboriginal languages","Pashto",40,25,0,115
"5174","Calgary","Non-Official & Non-Aboriginal languages","Pashto",1640,1055,15,2185
"5175","Edmonton","Non-Official & Non-Aboriginal languages","Pashto",660,430,0,810
"5176","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Pashto",1055,655,10,1425
"5177","Kelowna","Non-Official & Non-Aboriginal languages","Pashto",10,5,0,0
"5178","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Pashto",10,0,0,10
"5179","Vancouver","Non-Official & Non-Aboriginal languages","Pashto",1070,660,0,1540
"5180","Victoria","Non-Official & Non-Aboriginal languages","Pashto",50,25,0,40
"5181","St. John's","Non-Official & Non-Aboriginal languages","Persian (Farsi)",215,135,0,190
"5182","Halifax","Non-Official & Non-Aboriginal languages","Persian (Farsi)",1150,775,30,1245
"5183","Moncton","Non-Official & Non-Aboriginal languages","Persian (Farsi)",95,60,0,65
"5184","Saint John","Non-Official & Non-Aboriginal languages","Persian (Farsi)",150,100,10,220
"5185","Saguenay","Non-Official & Non-Aboriginal languages","Persian (Farsi)",20,5,0,50
"5186","Québec","Non-Official & Non-Aboriginal languages","Persian (Farsi)",480,360,10,630
"5187","Sherbrooke","Non-Official & Non-Aboriginal languages","Persian (Farsi)",1235,1010,75,1480
"5188","Trois-Rivières","Non-Official & Non-Aboriginal languages","Persian (Farsi)",25,15,0,50
"5189","Montréal","Non-Official & Non-Aboriginal languages","Persian (Farsi)",24740,18305,570,29530
"5190","Kingston","Non-Official & Non-Aboriginal languages","Persian (Farsi)",420,245,0,475
"5191","Belleville","Non-Official & Non-Aboriginal languages","Persian (Farsi)",40,25,0,65
"5192","Peterborough","Non-Official & Non-Aboriginal languages","Persian (Farsi)",130,80,0,115
"5193","Oshawa","Non-Official & Non-Aboriginal languages","Persian (Farsi)",1740,985,10,2020
"5194","Toronto","Non-Official & Non-Aboriginal languages","Persian (Farsi)",100640,67315,2350,119790
